DEMAND_FORECAST_ID,PRODUCT_ID,SITE_ID,FORECAST_DATE,FORECAST_CREATION_DATE,FORECAST_QUANTITY,FORECAST_TYPE,FORECAST_METHOD,FORECAST_HORIZON,CONFIDENCE_LEVEL,SCENARIO_ID,FISCAL_PERIOD,FISCAL_MONTH,FISCAL_QUARTER,FISCAL_YEAR,UNIT_REVENUE
524,90,5,2024-07-15,2024-07-01,1704,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-JUL,July,Q3,2024,599.99
525,90,5,2024-07-15,2024-07-01,1374,DEMAND,STATISTICAL,MONTHLY,0.89,3,FY24-JUL,July,Q3,2024,599.99
526,90,5,2024-08-15,2024-07-01,2005,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-AUG,August,Q3,2024,599.99
527,90,5,2024-08-15,2024-07-01,2292,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-AUG,August,Q3,2024,599.99
528,90,5,2024-08-15,2024-07-01,1805,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-AUG,August,Q3,2024,599.99
529,90,5,2024-09-15,2024-07-01,1762,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-SEP,September,Q3,2024,599.99
530,90,5,2024-09-15,2024-07-01,2009,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-SEP,September,Q3,2024,599.99
531,90,5,2024-09-15,2024-07-01,1585,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-SEP,September,Q3,2024,599.99
532,90,5,2024-10-15,2024-07-01,3008,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-OCT,October,Q4,2024,599.99
533,90,5,2024-10-15,2024-07-01,3806,DEMAND,STATISTICAL,MONTHLY,0.94,2,FY24-OCT,October,Q4,2024,599.99
534,90,5,2024-10-15,2024-07-01,2708,DEMAND,STATISTICAL,MONTHLY,0.78,3,FY24-OCT,October,Q4,2024,599.99
535,90,5,2024-11-15,2024-07-01,3418,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-NOV,November,Q4,2024,599.99
536,90,5,2024-11-15,2024-07-01,4570,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-NOV,November,Q4,2024,599.99
537,90,5,2024-11-15,2024-07-01,3076,DEMAND,STATISTICAL,MONTHLY,0.84,3,FY24-NOV,November,Q4,2024,599.99
538,90,5,2024-12-15,2024-07-01,2176,DEMAND,STATISTICAL,MONTHLY,0.93,1,FY24-DEC,December,Q4,2024,599.99
539,90,5,2024-12-15,2024-07-01,2724,DEMAND,STATISTICAL,MONTHLY,0.78,2,FY24-DEC,December,Q4,2024,599.99
540,90,5,2024-12-15,2024-07-01,1959,DEMAND,STATISTICAL,MONTHLY,0.92,3,FY24-DEC,December,Q4,2024,599.99
541,91,3,2024-07-15,2024-07-01,2486,DEMAND,STATISTICAL,MONTHLY,0.78,1,FY24-JUL,July,Q3,2024,689.99
542,91,3,2024-07-15,2024-07-01,2793,DEMAND,STATISTICAL,MONTHLY,0.94,2,FY24-JUL,July,Q3,2024,689.99
543,91,3,2024-07-15,2024-07-01,2237,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-JUL,July,Q3,2024,689.99
544,91,3,2024-08-15,2024-07-01,1918,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-AUG,August,Q3,2024,689.99
545,91,3,2024-08-15,2024-07-01,2118,DEMAND,STATISTICAL,MONTHLY,0.82,2,FY24-AUG,August,Q3,2024,689.99
546,91,3,2024-08-15,2024-07-01,1726,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-AUG,August,Q3,2024,689.99
547,91,3,2024-09-15,2024-07-01,1592,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-SEP,September,Q3,2024,689.99
548,91,3,2024-09-15,2024-07-01,1776,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-SEP,September,Q3,2024,689.99
549,91,3,2024-09-15,2024-07-01,1433,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-SEP,September,Q3,2024,689.99
550,91,3,2024-10-15,2024-07-01,2629,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-OCT,October,Q4,2024,689.99
551,91,3,2024-10-15,2024-07-01,3448,DEMAND,STATISTICAL,MONTHLY,0.8,2,FY24-OCT,October,Q4,2024,689.99
552,91,3,2024-10-15,2024-07-01,2366,DEMAND,STATISTICAL,MONTHLY,0.89,3,FY24-OCT,October,Q4,2024,689.99
553,91,3,2024-11-15,2024-07-01,1251,DEMAND,STATISTICAL,MONTHLY,0.95,1,FY24-NOV,November,Q4,2024,689.99
554,91,3,2024-11-15,2024-07-01,1657,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-NOV,November,Q4,2024,689.99
555,91,3,2024-11-15,2024-07-01,1126,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-NOV,November,Q4,2024,689.99
556,91,3,2024-12-15,2024-07-01,2067,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-DEC,December,Q4,2024,689.99
557,91,3,2024-12-15,2024-07-01,2604,DEMAND,STATISTICAL,MONTHLY,0.78,2,FY24-DEC,December,Q4,2024,689.99
558,91,3,2024-12-15,2024-07-01,1860,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-DEC,December,Q4,2024,689.99
559,91,4,2024-07-15,2024-07-01,559,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-JUL,July,Q3,2024,689.99
560,91,4,2024-07-15,2024-07-01,637,DEMAND,STATISTICAL,MONTHLY,0.81,2,FY24-JUL,July,Q3,2024,689.99
561,91,4,2024-07-15,2024-07-01,503,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-JUL,July,Q3,2024,689.99
562,91,4,2024-08-15,2024-07-01,798,DEMAND,STATISTICAL,MONTHLY,0.8,1,FY24-AUG,August,Q3,2024,689.99
563,91,4,2024-08-15,2024-07-01,894,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-AUG,August,Q3,2024,689.99
564,91,4,2024-08-15,2024-07-01,718,DEMAND,STATISTICAL,MONTHLY,0.79,3,FY24-AUG,August,Q3,2024,689.99
565,91,4,2024-09-15,2024-07-01,858,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-SEP,September,Q3,2024,689.99
566,91,4,2024-09-15,2024-07-01,981,DEMAND,STATISTICAL,MONTHLY,0.87,2,FY24-SEP,September,Q3,2024,689.99
567,91,4,2024-09-15,2024-07-01,772,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-SEP,September,Q3,2024,689.99
568,91,4,2024-10-15,2024-07-01,2724,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-OCT,October,Q4,2024,689.99
569,91,4,2024-10-15,2024-07-01,3469,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-OCT,October,Q4,2024,689.99
570,91,4,2024-10-15,2024-07-01,2452,DEMAND,STATISTICAL,MONTHLY,0.84,3,FY24-OCT,October,Q4,2024,689.99
571,91,4,2024-11-15,2024-07-01,2145,DEMAND,STATISTICAL,MONTHLY,0.75,1,FY24-NOV,November,Q4,2024,689.99
572,91,4,2024-11-15,2024-07-01,2854,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-NOV,November,Q4,2024,689.99
573,91,4,2024-11-15,2024-07-01,1930,DEMAND,STATISTICAL,MONTHLY,0.89,3,FY24-NOV,November,Q4,2024,689.99
574,91,4,2024-12-15,2024-07-01,946,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-DEC,December,Q4,2024,689.99
575,91,4,2024-12-15,2024-07-01,1273,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-DEC,December,Q4,2024,689.99
576,91,4,2024-12-15,2024-07-01,852,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-DEC,December,Q4,2024,689.99
577,91,5,2024-07-15,2024-07-01,2964,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-JUL,July,Q3,2024,689.99
578,91,5,2024-07-15,2024-07-01,3297,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-JUL,July,Q3,2024,689.99
579,91,5,2024-07-15,2024-07-01,2668,DEMAND,STATISTICAL,MONTHLY,0.79,3,FY24-JUL,July,Q3,2024,689.99
580,91,5,2024-08-15,2024-07-01,1544,DEMAND,STATISTICAL,MONTHLY,0.92,1,FY24-AUG,August,Q3,2024,689.99
581,91,5,2024-08-15,2024-07-01,1707,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-AUG,August,Q3,2024,689.99
582,91,5,2024-08-15,2024-07-01,1390,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-AUG,August,Q3,2024,689.99
583,91,5,2024-09-15,2024-07-01,1326,DEMAND,STATISTICAL,MONTHLY,0.95,1,FY24-SEP,September,Q3,2024,689.99
584,91,5,2024-09-15,2024-07-01,1478,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-SEP,September,Q3,2024,689.99
585,91,5,2024-09-15,2024-07-01,1193,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-SEP,September,Q3,2024,689.99
586,91,5,2024-10-15,2024-07-01,1466,DEMAND,STATISTICAL,MONTHLY,0.75,1,FY24-OCT,October,Q4,2024,689.99
587,91,5,2024-10-15,2024-07-01,1959,DEMAND,STATISTICAL,MONTHLY,0.91,2,FY24-OCT,October,Q4,2024,689.99
588,91,5,2024-10-15,2024-07-01,1319,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-OCT,October,Q4,2024,689.99
589,91,5,2024-11-15,2024-07-01,3262,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-NOV,November,Q4,2024,689.99
590,91,5,2024-11-15,2024-07-01,4240,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-NOV,November,Q4,2024,689.99
591,91,5,2024-11-15,2024-07-01,2936,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-NOV,November,Q4,2024,689.99
592,91,5,2024-12-15,2024-07-01,2948,DEMAND,STATISTICAL,MONTHLY,0.8,1,FY24-DEC,December,Q4,2024,689.99
593,91,5,2024-12-15,2024-07-01,3921,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-DEC,December,Q4,2024,689.99
594,91,5,2024-12-15,2024-07-01,2653,DEMAND,STATISTICAL,MONTHLY,0.79,3,FY24-DEC,December,Q4,2024,689.99
595,100,3,2024-07-15,2024-07-01,1013,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-JUL,July,Q3,2024,1299.99
596,100,3,2024-07-15,2024-07-01,1151,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-JUL,July,Q3,2024,1299.99
597,100,3,2024-07-15,2024-07-01,912,DEMAND,STATISTICAL,MONTHLY,0.92,3,FY24-JUL,July,Q3,2024,1299.99
598,100,3,2024-08-15,2024-07-01,1786,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-AUG,August,Q3,2024,1299.99
599,100,3,2024-08-15,2024-07-01,2021,DEMAND,STATISTICAL,MONTHLY,0.76,2,FY24-AUG,August,Q3,2024,1299.99
600,100,3,2024-08-15,2024-07-01,1607,DEMAND,STATISTICAL,MONTHLY,0.91,3,FY24-AUG,August,Q3,2024,1299.99
601,100,3,2024-09-15,2024-07-01,568,DEMAND,STATISTICAL,MONTHLY,0.87,1,FY24-SEP,September,Q3,2024,1299.99
602,100,3,2024-09-15,2024-07-01,646,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-SEP,September,Q3,2024,1299.99
603,100,3,2024-09-15,2024-07-01,511,DEMAND,STATISTICAL,MONTHLY,0.81,3,FY24-SEP,September,Q3,2024,1299.99
604,100,3,2024-10-15,2024-07-01,2334,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-OCT,October,Q4,2024,1299.99
605,100,3,2024-10-15,2024-07-01,2965,DEMAND,STATISTICAL,MONTHLY,0.91,2,FY24-OCT,October,Q4,2024,1299.99
606,100,3,2024-10-15,2024-07-01,2101,DEMAND,STATISTICAL,MONTHLY,0.93,3,FY24-OCT,October,Q4,2024,1299.99
607,100,3,2024-11-15,2024-07-01,1436,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-NOV,November,Q4,2024,1299.99
608,100,3,2024-11-15,2024-07-01,1927,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-NOV,November,Q4,2024,1299.99
609,100,3,2024-11-15,2024-07-01,1293,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-NOV,November,Q4,2024,1299.99
610,100,3,2024-12-15,2024-07-01,2516,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-DEC,December,Q4,2024,1299.99
611,100,3,2024-12-15,2024-07-01,3389,DEMAND,STATISTICAL,MONTHLY,0.81,2,FY24-DEC,December,Q4,2024,1299.99
612,100,3,2024-12-15,2024-07-01,2265,DEMAND,STATISTICAL,MONTHLY,0.92,3,FY24-DEC,December,Q4,2024,1299.99
613,100,4,2024-07-15,2024-07-01,2147,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-JUL,July,Q3,2024,1299.99
614,100,4,2024-07-15,2024-07-01,2465,DEMAND,STATISTICAL,MONTHLY,0.78,2,FY24-JUL,July,Q3,2024,1299.99
615,100,4,2024-07-15,2024-07-01,1932,DEMAND,STATISTICAL,MONTHLY,0.94,3,FY24-JUL,July,Q3,2024,1299.99
616,100,4,2024-08-15,2024-07-01,2261,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-AUG,August,Q3,2024,1299.99
617,100,4,2024-08-15,2024-07-01,2563,DEMAND,STATISTICAL,MONTHLY,0.83,2,FY24-AUG,August,Q3,2024,1299.99
618,100,4,2024-08-15,2024-07-01,2035,DEMAND,STATISTICAL,MONTHLY,0.92,3,FY24-AUG,August,Q3,2024,1299.99
619,100,4,2024-09-15,2024-07-01,1641,DEMAND,STATISTICAL,MONTHLY,0.82,1,FY24-SEP,September,Q3,2024,1299.99
620,100,4,2024-09-15,2024-07-01,1870,DEMAND,STATISTICAL,MONTHLY,0.75,2,FY24-SEP,September,Q3,2024,1299.99
621,100,4,2024-09-15,2024-07-01,1477,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-SEP,September,Q3,2024,1299.99
622,100,4,2024-10-15,2024-07-01,1646,DEMAND,STATISTICAL,MONTHLY,0.82,1,FY24-OCT,October,Q4,2024,1299.99
623,100,4,2024-10-15,2024-07-01,2180,DEMAND,STATISTICAL,MONTHLY,0.8,2,FY24-OCT,October,Q4,2024,1299.99
624,100,4,2024-10-15,2024-07-01,1481,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-OCT,October,Q4,2024,1299.99
625,100,4,2024-11-15,2024-07-01,2078,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-NOV,November,Q4,2024,1299.99
626,100,4,2024-11-15,2024-07-01,2620,DEMAND,STATISTICAL,MONTHLY,0.8,2,FY24-NOV,November,Q4,2024,1299.99
627,100,4,2024-11-15,2024-07-01,1870,DEMAND,STATISTICAL,MONTHLY,0.76,3,FY24-NOV,November,Q4,2024,1299.99
628,100,4,2024-12-15,2024-07-01,2656,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-DEC,December,Q4,2024,1299.99
629,100,4,2024-12-15,2024-07-01,3408,DEMAND,STATISTICAL,MONTHLY,0.87,2,FY24-DEC,December,Q4,2024,1299.99
630,100,4,2024-12-15,2024-07-01,2391,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-DEC,December,Q4,2024,1299.99
631,100,5,2024-07-15,2024-07-01,2161,DEMAND,STATISTICAL,MONTHLY,0.91,1,FY24-JUL,July,Q3,2024,1299.99
632,100,5,2024-07-15,2024-07-01,2476,DEMAND,STATISTICAL,MONTHLY,0.81,2,FY24-JUL,July,Q3,2024,1299.99
633,100,5,2024-07-15,2024-07-01,1945,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-JUL,July,Q3,2024,1299.99
634,100,5,2024-08-15,2024-07-01,943,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-AUG,August,Q3,2024,1299.99
635,100,5,2024-08-15,2024-07-01,1039,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-AUG,August,Q3,2024,1299.99
636,100,5,2024-08-15,2024-07-01,849,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-AUG,August,Q3,2024,1299.99
637,100,5,2024-09-15,2024-07-01,1176,DEMAND,STATISTICAL,MONTHLY,0.93,1,FY24-SEP,September,Q3,2024,1299.99
638,100,5,2024-09-15,2024-07-01,1302,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-SEP,September,Q3,2024,1299.99
639,100,5,2024-09-15,2024-07-01,1058,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-SEP,September,Q3,2024,1299.99
640,100,5,2024-10-15,2024-07-01,2789,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-OCT,October,Q4,2024,1299.99
641,100,5,2024-10-15,2024-07-01,3637,DEMAND,STATISTICAL,MONTHLY,0.87,2,FY24-OCT,October,Q4,2024,1299.99
642,100,5,2024-10-15,2024-07-01,2510,DEMAND,STATISTICAL,MONTHLY,0.9,3,FY24-OCT,October,Q4,2024,1299.99
643,100,5,2024-11-15,2024-07-01,3192,DEMAND,STATISTICAL,MONTHLY,0.83,1,FY24-NOV,November,Q4,2024,1299.99
644,100,5,2024-11-15,2024-07-01,4022,DEMAND,STATISTICAL,MONTHLY,0.85,2,FY24-NOV,November,Q4,2024,1299.99
645,100,5,2024-11-15,2024-07-01,2873,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-NOV,November,Q4,2024,1299.99
646,100,5,2024-12-15,2024-07-01,3378,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-DEC,December,Q4,2024,1299.99
647,100,5,2024-12-15,2024-07-01,4456,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-DEC,December,Q4,2024,1299.99
648,100,5,2024-12-15,2024-07-01,3040,DEMAND,STATISTICAL,MONTHLY,0.84,3,FY24-DEC,December,Q4,2024,1299.99
649,110,3,2024-07-15,2024-07-01,983,DEMAND,STATISTICAL,MONTHLY,0.92,1,FY24-JUL,July,Q3,2024,999.99
650,110,3,2024-07-15,2024-07-01,1086,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-JUL,July,Q3,2024,999.99
651,110,3,2024-07-15,2024-07-01,885,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-JUL,July,Q3,2024,999.99
652,110,3,2024-08-15,2024-07-01,1820,DEMAND,STATISTICAL,MONTHLY,0.82,1,FY24-AUG,August,Q3,2024,999.99
653,110,3,2024-08-15,2024-07-01,2038,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-AUG,August,Q3,2024,999.99
654,110,3,2024-08-15,2024-07-01,1638,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-AUG,August,Q3,2024,999.99
655,110,3,2024-09-15,2024-07-01,2236,DEMAND,STATISTICAL,MONTHLY,0.91,1,FY24-SEP,September,Q3,2024,999.99
656,110,3,2024-09-15,2024-07-01,2470,DEMAND,STATISTICAL,MONTHLY,0.79,2,FY24-SEP,September,Q3,2024,999.99
657,110,3,2024-09-15,2024-07-01,2012,DEMAND,STATISTICAL,MONTHLY,0.88,3,FY24-SEP,September,Q3,2024,999.99
658,110,3,2024-10-15,2024-07-01,2861,DEMAND,STATISTICAL,MONTHLY,0.75,1,FY24-OCT,October,Q4,2024,999.99
659,110,3,2024-10-15,2024-07-01,3802,DEMAND,STATISTICAL,MONTHLY,0.8,2,FY24-OCT,October,Q4,2024,999.99
660,110,3,2024-10-15,2024-07-01,2575,DEMAND,STATISTICAL,MONTHLY,0.78,3,FY24-OCT,October,Q4,2024,999.99
661,110,3,2024-11-15,2024-07-01,1904,DEMAND,STATISTICAL,MONTHLY,0.79,1,FY24-NOV,November,Q4,2024,999.99
662,110,3,2024-11-15,2024-07-01,2539,DEMAND,STATISTICAL,MONTHLY,0.86,2,FY24-NOV,November,Q4,2024,999.99
663,110,3,2024-11-15,2024-07-01,1714,DEMAND,STATISTICAL,MONTHLY,0.87,3,FY24-NOV,November,Q4,2024,999.99
664,110,3,2024-12-15,2024-07-01,2490,DEMAND,STATISTICAL,MONTHLY,0.92,1,FY24-DEC,December,Q4,2024,999.99
665,110,3,2024-12-15,2024-07-01,3194,DEMAND,STATISTICAL,MONTHLY,0.78,2,FY24-DEC,December,Q4,2024,999.99
666,110,3,2024-12-15,2024-07-01,2241,DEMAND,STATISTICAL,MONTHLY,0.93,3,FY24-DEC,December,Q4,2024,999.99
667,110,4,2024-07-15,2024-07-01,505,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-JUL,July,Q3,2024,999.99
668,110,4,2024-07-15,2024-07-01,580,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-JUL,July,Q3,2024,999.99
669,110,4,2024-07-15,2024-07-01,454,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-JUL,July,Q3,2024,999.99
670,110,4,2024-08-15,2024-07-01,2135,DEMAND,STATISTICAL,MONTHLY,0.78,1,FY24-AUG,August,Q3,2024,999.99
671,110,4,2024-08-15,2024-07-01,2419,DEMAND,STATISTICAL,MONTHLY,0.76,2,FY24-AUG,August,Q3,2024,999.99
672,110,4,2024-08-15,2024-07-01,1922,DEMAND,STATISTICAL,MONTHLY,0.75,3,FY24-AUG,August,Q3,2024,999.99
673,110,4,2024-09-15,2024-07-01,2117,DEMAND,STATISTICAL,MONTHLY,0.91,1,FY24-SEP,September,Q3,2024,999.99
674,110,4,2024-09-15,2024-07-01,2391,DEMAND,STATISTICAL,MONTHLY,0.75,2,FY24-SEP,September,Q3,2024,999.99
675,110,4,2024-09-15,2024-07-01,1905,DEMAND,STATISTICAL,MONTHLY,0.8,3,FY24-SEP,September,Q3,2024,999.99
676,110,4,2024-10-15,2024-07-01,873,DEMAND,STATISTICAL,MONTHLY,0.9,1,FY24-OCT,October,Q4,2024,999.99
677,110,4,2024-10-15,2024-07-01,1137,DEMAND,STATISTICAL,MONTHLY,0.9,2,FY24-OCT,October,Q4,2024,999.99
678,110,4,2024-10-15,2024-07-01,786,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-OCT,October,Q4,2024,999.99
679,110,4,2024-11-15,2024-07-01,2407,DEMAND,STATISTICAL,MONTHLY,0.82,1,FY24-NOV,November,Q4,2024,999.99
680,110,4,2024-11-15,2024-07-01,3152,DEMAND,STATISTICAL,MONTHLY,0.84,2,FY24-NOV,November,Q4,2024,999.99
681,110,4,2024-11-15,2024-07-01,2166,DEMAND,STATISTICAL,MONTHLY,0.79,3,FY24-NOV,November,Q4,2024,999.99
682,110,4,2024-12-15,2024-07-01,2023,DEMAND,STATISTICAL,MONTHLY,0.76,1,FY24-DEC,December,Q4,2024,999.99
683,110,4,2024-12-15,2024-07-01,2687,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-DEC,December,Q4,2024,999.99
684,110,4,2024-12-15,2024-07-01,1821,DEMAND,STATISTICAL,MONTHLY,0.85,3,FY24-DEC,December,Q4,2024,999.99
685,110,5,2024-07-15,2024-07-01,1726,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-JUL,July,Q3,2024,999.99
686,110,5,2024-07-15,2024-07-01,1901,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-JUL,July,Q3,2024,999.99
687,110,5,2024-07-15,2024-07-01,1553,DEMAND,STATISTICAL,MONTHLY,0.92,3,FY24-JUL,July,Q3,2024,999.99
688,110,5,2024-08-15,2024-07-01,1648,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-AUG,August,Q3,2024,999.99
689,110,5,2024-08-15,2024-07-01,1853,DEMAND,STATISTICAL,MONTHLY,0.93,2,FY24-AUG,August,Q3,2024,999.99
690,110,5,2024-08-15,2024-07-01,1483,DEMAND,STATISTICAL,MONTHLY,0.76,3,FY24-AUG,August,Q3,2024,999.99
691,110,5,2024-09-15,2024-07-01,798,DEMAND,STATISTICAL,MONTHLY,0.81,1,FY24-SEP,September,Q3,2024,999.99
692,110,5,2024-09-15,2024-07-01,884,DEMAND,STATISTICAL,MONTHLY,0.78,2,FY24-SEP,September,Q3,2024,999.99
693,110,5,2024-09-15,2024-07-01,718,DEMAND,STATISTICAL,MONTHLY,0.87,3,FY24-SEP,September,Q3,2024,999.99
694,110,5,2024-10-15,2024-07-01,2343,DEMAND,STATISTICAL,MONTHLY,0.86,1,FY24-OCT,October,Q4,2024,999.99
695,110,5,2024-10-15,2024-07-01,3005,DEMAND,STATISTICAL,MONTHLY,0.95,2,FY24-OCT,October,Q4,2024,999.99
696,110,5,2024-10-15,2024-07-01,2109,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-OCT,October,Q4,2024,999.99
697,110,5,2024-11-15,2024-07-01,1972,DEMAND,STATISTICAL,MONTHLY,0.85,1,FY24-NOV,November,Q4,2024,999.99
698,110,5,2024-11-15,2024-07-01,2550,DEMAND,STATISTICAL,MONTHLY,0.91,2,FY24-NOV,November,Q4,2024,999.99
699,110,5,2024-11-15,2024-07-01,1775,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-NOV,November,Q4,2024,999.99
700,110,5,2024-12-15,2024-07-01,2539,DEMAND,STATISTICAL,MONTHLY,0.88,1,FY24-DEC,December,Q4,2024,999.99
701,110,5,2024-12-15,2024-07-01,3369,DEMAND,STATISTICAL,MONTHLY,0.89,2,FY24-DEC,December,Q4,2024,999.99
702,110,5,2024-12-15,2024-07-01,2285,DEMAND,STATISTICAL,MONTHLY,0.79,3,FY24-DEC,December,Q4,2024,999.99
703,120,3,2024-07-15,2024-07-01,1424,DEMAND,STATISTICAL,MONTHLY,0.93,1,FY24-JUL,July,Q3,2024,149.99
704,120,3,2024-07-15,2024-07-01,1596,DEMAND,STATISTICAL,MONTHLY,0.92,2,FY24-JUL,July,Q3,2024,149.99
705,120,3,2024-07-15,2024-07-01,1282,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-JUL,July,Q3,2024,149.99
706,120,3,2024-08-15,2024-07-01,1994,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-AUG,August,Q3,2024,149.99
707,120,3,2024-08-15,2024-07-01,2236,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-AUG,August,Q3,2024,149.99
708,120,3,2024-08-15,2024-07-01,1795,DEMAND,STATISTICAL,MONTHLY,0.82,3,FY24-AUG,August,Q3,2024,149.99
709,120,3,2024-09-15,2024-07-01,812,DEMAND,STATISTICAL,MONTHLY,0.89,1,FY24-SEP,September,Q3,2024,149.99
710,120,3,2024-09-15,2024-07-01,912,DEMAND,STATISTICAL,MONTHLY,0.77,2,FY24-SEP,September,Q3,2024,149.99
711,120,3,2024-09-15,2024-07-01,731,DEMAND,STATISTICAL,MONTHLY,0.77,3,FY24-SEP,September,Q3,2024,149.99
712,120,3,2024-10-15,2024-07-01,1592,DEMAND,STATISTICAL,MONTHLY,0.77,1,FY24-OCT,October,Q4,2024,149.99
713,120,3,2024-10-15,2024-07-01,2107,DEMAND,STATISTICAL,MONTHLY,0.91,2,FY24-OCT,October,Q4,2024,149.99
714,120,3,2024-10-15,2024-07-01,1432,DEMAND,STATISTICAL,MONTHLY,0.86,3,FY24-OCT,October,Q4,2024,149.99
715,120,3,2024-11-15,2024-07-01,1956,DEMAND,STATISTICAL,MONTHLY,0.94,1,FY24-NOV,November,Q4,2024,149.99
716,120,3,2024-11-15,2024-07-01,2555,DEMAND,STATISTICAL,MONTHLY,0.88,2,FY24-NOV,November,Q4,2024,149.99
717,120,3,2024-11-15,2024-07-01,1761,DEMAND,STATISTICAL,MONTHLY,0.83,3,FY24-NOV,November,Q4,2024,149.99
